Player_ID,First Name,Last Name,Game,Team,Opponent,Injury Indicator,Injury Details,LAST_COMMA_FIRST,FD_Salary,FD_Position,DK_Salary,DK_Position,YH_Salary,YH_Position,Time,DP_Salary,DP_Position,DD_Salary,DD_Position,PROJ_AST,PROJ_BLK,PROJ_FG3A,PROJ_FTA,PROJ_OREB,PROJ_DREB,PROJ_STL,PROJ_TOV,PROJ_REB,PROJ_FGM,PROJ_FG3M,PROJ_FGA,PROJ_FTM,PROJ_MIN,PROJ_PTS,PROJ_DD,PROJ_TD,PROJ_FD,PROJ_DK,PROJ_DP,PROJ_YH,PROJ_UNADJ_FD,PROJ_UNADJ_DK,PROJ_UNADJ_DP,PROJ_UNADJ_YH,PROJ_UNADJ_DD,PROJ_FLOOR_MIN,PROJ_CEIL_MIN,PROJ_FLOOR_FD,PROJ_CEIL_FD,PROJ_FLOOR_DK,PROJ_CEIL_DK,PROJ_FLOOR_DP,PROJ_CEIL_DP,PROJ_FLOOR_YH,PROJ_CEIL_YH,PROJ_FLOOR_DD,PROJ_CEIL_DD,PROJ_HIST_FD_Skew,PROJ_HIST_FD_Kurt,PROJ_HIST_MIN_std,PROJ_HIST_FD_std,PROJ_Bust5,PROJ_Bust10,PROJ_Bust20,PROJ_Boom5,PROJ_Boom10,PROJ_Boom20,ADJ_FD,ADJ_DK,ADJ_DP,ADJ_YH,ADJ_DD,Status
708,Kevin,Garnett,MEM@MIN,MIN,MEM,O,Rest,"Garnett, Kevin",3500.0,PF,3000.0,PF,10.0,PF,8:00PM EST,11.25,PF,5000.0,"C,PF",1.04184925029,0.236299653094,0.0469696217689,0.868714536321,0.671556943168,2.74462359852,0.482604017789,0.566040579121,3.41618054168,1.50676449238,0.00246652241269,2.7922350308,0.502698640726,11.0714285714,3.5186941479,10.0962987415,1.80454892771e-11,10.052651436,10.5078813201,10.2236277693,10.0538846972,9.43709968831,9.78687353523,9.5955154624,9.43833294952,9.40903123367,10.0,21.0,9.25912268584,17.4060178542,9.68378026553,18.1638069674,9.41622098951,17.7248531373,9.26023659918,17.4083570722,9.30778036128,17.428909237,0.48971756646,0.575285480978,4.07917144033,5.35394665128,1.0,0.7,0.55,0.0,0.0,0.05,0.615551747685,0.721007784824,0.628112306895,0.615551747685,0.687267507794,O - Rest
977,Kobe,Bryant,LAL@POR,LAL,POR,,,"Bryant, Kobe",6100.0,SG,5600.0,SG,25.0,SF,10:30PM EST,23.48,SG,10650.0,"SG,SF",2.97286190317,0.182406752016,4.87074065244,3.8749088783,0.529955125829,3.31823742281,0.887024590242,1.63141259779,3.84819254864,5.08490408727,1.262124556,14.4625341812,3.04998357123,25.5,14.4819163018,23.7988462439,5.64623044237e-06,24.0664903016,25.7152427079,24.268474131,24.6975525796,23.3919072544,25.3277974646,23.5774521958,24.0942654186,23.5392870811,24.0,35.0,22.6011051203,33.3472631163,24.153672183,35.6495834252,22.7886004951,33.6854012183,23.1951523588,34.2127539784,22.3583540107,32.980445733,0.338119536343,0.0803795703045,4.91107102561,9.17072473647,0.6,0.4,0.3,0.0,0.2,0.35,0.674583047242,0.387445243331,0.691021935213,0.603287160967,0.259559162763,-
1713,Vince,Carter,MEM@MIN,MEM,MIN,,,"Carter, Vince",3500.0,SF,3000.0,SG,10.0,SF,8:00PM EST,6.3,SG,5000.0,"SG,SF",0.675327832272,0.187392574885,2.03606482358,0.547917393016,0.239367918376,1.07190239381,0.442782220123,0.492665049539,1.31127031219,1.8662459209,0.7159103141,3.84999275772,0.4111093254,10.2857142857,4.8595114813,8.71138013452,5.4091303966e-16,8.21371214481,8.88356361324,8.27927593143,8.57166730186,6.41095139715,6.90375088216,6.47797005602,6.64404441274,6.54385834701,5.0,22.0,4.9277446049,15.4961266927,5.34803708506,16.719468403,4.95984159105,15.6362737104,5.16331123027,16.1253212984,5.37279962078,16.1109478266,0.821246402863,-0.225046998234,5.74804314528,6.3959169668,0.8,0.8,0.8,0.0,0.0,0.0,1.80276074767,1.97981273109,1.80130587541,1.92762288912,2.1675217875,-
1889,Andre,Miller,MEM@MIN,MIN,MEM,,,"Miller, Andre",3500.0,PG,3000.0,PG,10.0,SG,8:00PM EST,6.75,PG,5000.0,"PG,SG",1.63135213926,0.0464795339998,0.444227889209,0.663934461468,0.0900106555592,0.353496562953,0.423476685095,0.618295520385,0.443507218512,1.05387717433,0.265703944927,2.0415347224,0.507717989354,5.85714285714,2.88117628294,6.49308909622,2.06333401099e-17,6.18203007185,6.64620551296,6.2042057803,6.31488204431,4.41093256097,4.68850714339,4.4397119929,4.42654166854,4.53484479536,3.0,23.0,4.32348340802,17.3333100548,4.65828938496,18.5893217957,4.3322064219,17.4518214455,4.45011451587,17.503487215,4.5691305403,18.0576652309,1.05778310916,-0.173881779509,8.71538265005,8.47600172624,1.0,1.0,0.75,0.0,0.0,0.2,1.77109751087,1.95769836957,1.7644937874,1.88834037577,1.95824430086,-
1897,Metta,World Peace,LAL@POR,LAL,POR,,,"World Peace, Metta",3500.0,SF,3000.0,SF,10.0,SF,10:30PM EST,10.3,SF,5000.0,"PF,SF",0.648149261115,0.295454057221,1.80712831032,0.81207059546,0.490716706638,1.91399019672,0.743049007368,0.468644113687,2.40470690336,1.32515709197,0.672258444385,4.10349357056,0.577852866604,15.0714285714,3.90042549493,9.64037031749,1.53572064905e-13,9.36665968613,10.057371313,9.48692003392,9.70278890832,10.0191579499,10.7488073244,10.1297779658,10.3923198136,10.2821660249,12.0,27.0,7.28559878071,17.4489194816,7.84837697685,18.6435199552,7.38237490162,17.6674171172,7.55359590556,18.0496547563,7.54861334033,17.7735454649,0.316956782321,-1.29045717993,5.16793985445,5.21369092864,0.8,0.6,0.578947368421,0.0,0.0,0.157894736842,-0.652498263728,-0.691436011417,-0.642857931852,-0.689530905246,-0.641795707387,-
2034,Mike,Miller,DET@DEN,DEN,DET,,,"Miller, Mike",3500.0,SF,3000.0,SG,10.0,SG,9:30PM EST,5.0,SF,5000.0,"SG,SF",0.587880537453,0.0896764165114,1.09943843169,0.0298970368086,0.163157631586,0.57841315198,0.388564655401,0.227595652892,0.741570783565,0.232936162912,0.424927860001,0.81769631609,0.0235424172394,6.92857142857,0.914342603066,3.84296037304,5.37521947571e-20,3.41493484046,3.77827513619,3.45201337975,3.62739877046,3.67177446537,4.04035101225,3.72152519385,3.8488952942,4.03473776484,1.0,16.0,1.19377957415,8.51382099534,1.30668488756,9.34430513754,1.20578186385,8.63415447616,1.27423033132,8.92828098498,1.36076165429,9.37223586912,0.784076737859,0.0791079459865,5.68434938731,4.64858170069,1.0,1.0,0.95,0.0,0.0,0.0,-0.256839624914,-0.262075876061,-0.269511814106,-0.22149652374,-0.191777391802,-
2199,Tyson,Chandler,ATL@PHX,PHX,ATL,,,"Chandler, Tyson",4400.0,C,4200.0,C,10.0,C,9:00PM EST,20.13,C,9050.0,C,1.07556778587,0.628721033907,0.0152772148051,2.42554274351,2.72622981587,6.32219505574,0.453285924866,1.28518096428,9.04842487161,2.3940221902,0.00447741,4.40781409131,1.73855879307,24.0,6.53108058347,20.5237783965,2.36903147407e-08,19.8813750615,21.1422066494,20.4973774623,19.8836137665,18.6863030761,19.8215607185,19.2103056574,18.6863030761,19.1478217969,14.0,33.0,11.7650053288,27.1861078209,12.4928536578,29.2201735167,12.0326057549,28.4092211738,11.7672440338,27.1883465259,12.0967850535,28.4994698986,0.659399252831,0.0114390717126,7.48084388355,8.92443346129,0.2,0.4,0.55,0.4,0.3,0.25,1.19507198536,1.32064593086,1.28707180482,1.19731069036,1.37595659967,-
2200,Pau,Gasol,CHI@CLE,CHI,CLE,,,"Gasol, Pau",8500.0,PF,8500.0,C,39.0,C,8:30PM EST,37.15,PF,15500.0,"C,PF",3.14457091908,1.74941699409,0.504203051617,3.97470576189,2.24020963391,7.58479869003,0.531641931653,1.76727373614,9.82500832394,6.54057794278,0.129094531967,13.7450953596,2.91568467898,32.0,16.1259350965,35.8370913699,0.000758397667846,35.4276455792,37.5967291755,36.6485450415,35.4921928452,37.5283115278,40.0986821571,39.0070923869,37.6239580421,38.4276421705,25.0,38.0,28.0274000742,41.7707131549,29.4506050184,44.5596900961,28.714962396,43.4293275235,28.0779453985,41.8472620851,27.9792312365,42.5415287115,0.25018140245,0.570425845098,5.04822893544,10.8274789901,0.2,0.3,0.2,0.2,0.4,0.3,-2.10066594859,-2.50195298155,-2.35854734541,-2.13176519698,-2.59055080058,-
2210,Richard,Jefferson,CHI@CLE,CLE,CHI,,,"Jefferson, Richard",3500.0,SF,3000.0,SF,10.0,SF,8:30PM EST,5.73,SF,5000.0,"SG,SF",0.575695474713,0.21843023925,1.54276626362,1.52150548402,0.138777882363,1.19293048042,0.419061861339,0.307582937044,1.33170836278,1.5369113553,0.59079855107,3.35935039014,1.08106037086,13.1428571429,4.74568163254,8.4201309091,1.24750124547e-16,8.17467614408,8.69045257949,8.24126183543,8.47007541962,6.7943177656,7.40225282664,6.85083906293,7.11209163119,7.18146494422,10.0,32.0,6.65053550119,17.3195200014,7.03325772359,18.6341375184,6.70543459213,17.4567410987,6.87830305334,18.0207096173,6.82971135145,17.963335992,0.32729513559,-0.527296613513,8.46003544497,5.73490390565,1.0,1.0,0.8,0.0,0.0,0.05,1.38035837849,1.28819975285,1.3904227725,1.35798378843,1.23866596487,-
2216,Zach,Randolph,MEM@MIN,MEM,MIN,,,"Randolph, Zach",6100.0,PF,6100.0,PF,26.0,PF,8:00PM EST,31.28,PF,10900.0,"C,PF",1.60932845131,0.271127521399,0.359635575867,3.07690983568,3.0655542592,5.39957655736,0.694057842244,1.43369783784,8.46513081657,5.85030802674,0.182176288486,11.2402494373,2.37071080529,29.0714285714,14.2535031473,27.717529176,2.24166861853e-06,27.3223256936,29.0012402934,28.1933032302,27.4134138378,26.6245502966,28.2336552693,27.4598610055,26.64112833,26.649076729,21.0,37.0,20.0615377096,34.4546041557,21.1059068749,36.8667599953,20.4642241,35.8955111976,20.1493937611,34.5488671875,20.0495731877,35.3962899741,0.829759430505,1.10744164432,5.40555020414,9.62396847619,0.6,0.4,0.4,0.0,0.3,0.2,0.697775396989,0.767585024049,0.73344222465,0.772285507774,1.06845244697,-
