PERSON_ID,alpha_AST,alpha_BLK,alpha_STL,alpha_TOV,alpha_OREB,alpha_DREB,alpha_FG2%,alpha_FG3%,alpha_FT%,alpha_FG2A,alpha_FG3A,alpha_FTA,beta_AST,beta_BLK,beta_STL,beta_TOV,beta_OREB,beta_DREB,beta_FG2%,beta_FG3%,beta_FT%,beta_FG2A,beta_FG3A,beta_FTA
203112,20.614678,18.241304,19.790836,18.819822,52.966761,83.294267,65.534015,8.209445,32.93075,117.871826,21.329201,43.762969,598.790805,599.004206,600.325248,599.655601,598.889038,598.973142,52.868685,13.184095,10.907543,598.80492,598.716235,598.919411
203919,14.051133,4.852284,16.438274,14.616351,6.481764,17.231165,36.092789,7.515207,16.837372,46.030393,17.142388,21.160079,180.997262,195.274742,283.658309,238.855977,187.569476,193.196412,45.455473,13.931729,9.36223,181.941634,176.008188,189.601576
203500,46.052272,76.876082,28.697402,72.183478,176.32471,261.436045,199.640696,0.025603,99.627088,333.555711,0.186748,167.789252,1650.94815,1651.197363,1652.740094,1651.958072,1651.062868,1651.161086,134.534977,0.23628,68.250129,1650.964634,1650.861066,1651.098338
201167,114.658286,9.433016,23.591269,67.502443,16.738917,200.051536,236.671332,84.543823,119.025469,490.701764,217.08096,135.110821,1985.558831,1985.558831,1985.558831,1985.558831,1985.558831,1985.558831,254.030432,132.537137,16.085351,1985.558831,1985.558831,1985.558831
201582,28.529002,34.430792,15.118256,37.785836,69.954897,177.61499,119.872838,0.152963,44.511641,244.671119,1.429347,53.702304,761.466118,761.679707,763.001913,762.331676,761.564437,761.648615,125.329623,1.340779,9.266054,761.480245,761.391482,761.594837
202332,46.9418,44.23308,29.816127,46.475693,66.518476,153.639823,102.999302,0.056426,49.355807,193.063898,0.039292,73.945893,625.309329,625.858555,629.258496,627.535039,625.562149,625.778606,91.430898,0.148454,24.783947,625.345657,625.117409,625.64032
200746,90.076211,65.319491,23.102719,79.74978,151.192481,370.005365,424.570485,2.218817,204.377473,843.479235,21.321602,241.961886,1874.519194,1874.519194,1874.519194,1874.519194,1874.519194,1874.519194,418.90875,19.102785,37.584413,1874.519194,1874.519194,1874.519194
1626146,2.271207,3.022443,7.217947,7.859034,3.716516,10.182193,36.366745,2.425142,8.877789,16.836916,1.688749,3.717997,57.448806,81.054241,227.181737,153.108549,68.314868,77.618068,39.193048,6.380459,3.172221,59.010169,49.200204,71.674606
202730,72.820569,43.668077,24.635916,59.6074,147.963107,242.412519,181.862838,0.040564,31.380687,354.625177,0.259421,52.715947,1453.349472,1453.359579,1453.422146,1453.390431,1453.354125,1453.358108,172.787483,0.221904,21.338827,1453.350141,1453.345941,1453.355563
2754,52.920978,14.972131,85.812349,53.876058,83.327161,167.697733,136.879988,12.031522,59.122803,309.222102,30.165151,97.928828,1316.395126,1316.395126,1316.395126,1316.395126,1316.395126,1316.395126,172.342114,18.133629,38.806026,1316.395126,1316.395126,1316.395126
202329,106.451035,47.135963,64.392864,102.812581,91.625257,337.22733,151.306684,88.836068,92.007437,327.423146,256.997479,130.128459,1954.750966,1954.75111,1954.752,1954.751549,1954.751032,1954.751089,176.11682,168.161454,38.121073,1954.750976,1954.750916,1954.751053
200811,21.773046,14.957379,10.861907,22.303889,39.444855,60.092496,41.403175,0.000102,18.447614,94.795982,0.16066,43.058189,364.450367,364.451357,364.457488,364.45438,364.450822,364.451213,53.395271,0.160857,24.610925,364.450432,364.45002,364.450963
2365,12.043122,16.687078,5.984896,9.166961,20.182753,55.674987,26.183082,2.580089,21.079746,43.036192,7.905685,33.966236,297.73809,297.73809,297.73809,297.73809,297.73809,297.73809,16.853109,5.325596,12.886489,297.73809,297.73809,297.73809
101187,10.819495,1.516549,6.207331,6.684799,3.988821,22.967352,12.419643,10.971918,12.831233,24.797176,29.109398,15.673213,211.170475,211.171352,211.176783,211.17403,211.170878,211.171224,12.379715,18.137745,2.84229,211.170533,211.170168,211.171003
202341,28.016928,9.975979,16.252433,29.741297,11.380638,55.443736,28.787856,19.165154,16.895024,71.166686,64.83606,19.952049,542.37616,542.450507,542.910748,542.677448,542.410384,542.439685,42.563782,45.693322,3.083267,542.381078,542.35018,542.420965
1626147,12.271207,10.022443,16.217947,21.859034,4.716516,61.182193,55.366745,15.425142,27.877789,56.836916,55.688749,28.717997,340.448806,364.054241,510.181737,436.108549,351.314868,360.618068,60.193048,47.380459,9.172221,342.010169,332.200204,354.674606
203937,93.826782,27.39934,39.990655,52.143659,18.845981,151.009404,117.1554,9.298789,53.575334,213.947846,30.376588,73.507626,993.207121,1003.209424,1065.127855,1033.740911,997.811385,1001.753419,121.67502,24.093415,23.462805,993.868716,989.711951,999.235003
201583,64.309001,23.940689,41.167023,85.985984,119.985286,250.361252,247.876653,130.272182,200.700133,527.892443,340.476794,226.748654,1962.112775,1962.112779,1962.112801,1962.11279,1962.112777,1962.112778,280.015799,210.204613,26.048523,1962.112775,1962.112774,1962.112777
203507,205.924906,77.304976,67.616438,163.80943,94.272622,402.327826,367.949113,18.615573,218.850187,699.8613,76.154548,299.435366,2259.974642,2260.084725,2260.766189,2260.42075,2260.025316,2260.068701,332.18604,57.572164,80.624036,2259.981923,2259.936175,2260.040984
2546,260.134952,30.063385,54.715679,154.44092,92.363224,400.769608,384.368877,78.332326,308.392573,852.618891,239.105061,377.89024,2132.578176,2132.578176,2132.578176,2132.578176,2132.578176,2132.578176,468.250015,160.772735,69.497667,2132.578176,2132.578176,2132.578176
201202,4.583088,29.876514,8.695183,8.516818,27.885549,45.47892,22.485658,1.1e-05,15.574423,45.349551,7e-06,23.45433,325.759317,325.759421,325.760069,325.759741,325.759365,325.759406,22.864153,2.8e-05,7.879944,325.759324,325.75928,325.75938
2772,144.252299,16.931397,130.143313,91.601867,54.226564,245.644294,127.412579,148.440868,96.677417,277.373905,386.661976,126.879851,2219.133638,2219.133638,2219.133638,2219.133638,2219.133638,2219.133638,149.961326,238.221109,30.202434,2219.133638,2219.133638,2219.133638
201589,78.985115,37.997198,51.156748,56.445882,69.326264,170.43084,155.903884,28.441463,36.170752,326.698337,83.04642,46.372847,1257.273894,1257.274119,1257.275513,1257.274807,1257.273998,1257.274087,170.795013,54.605025,10.202174,1257.273909,1257.273816,1257.27403
201600,21.813051,25.602622,14.401194,49.033429,115.908839,252.006233,89.593537,4.1e-05,51.981925,165.945754,0.000747,92.778155,1033.269919,1033.270313,1033.272755,1033.271518,1033.270101,1033.270256,76.353199,0.000825,40.796369,1033.269945,1033.269781,1033.270157
